" Saturday - September 6 at  6pm  Temperature: 70 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: W 10mph Sky Cover (%): 26%","Precipitation Potential (%): 0%","Relative Humidity (%): 38% Rain: <10%","Thunder: <10%"
" Saturday - September 6 at  7pm  Temperature: 68 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: W 9mph Sky Cover (%): 16%","Precipitation Potential (%): 0%","Relative Humidity (%): 40% Rain: <10%","Thunder: <10%"
" Saturday - September 6 at  8pm  Temperature: 65 ,deg;F","Dewpoint: 42 ,deg;F","Heat Index: N/A","Surface Wind: W 7mph Sky Cover (%): 14%","Precipitation Potential (%): 0%","Relative Humidity (%): 43% Rain: <10%","Thunder: <10%"
" Saturday - September 6 at  9pm  Temperature: 63 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: NW 6mph Sky Cover (%): 27%","Precipitation Potential (%): 0%","Relative Humidity (%): 50% Rain: <10%","Thunder: <10%"
" Saturday - September 6 at  10pm  Temperature: 60 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: NW 5mph Sky Cover (%): 8%","Precipitation Potential (%): 0%","Relative Humidity (%): 55% Rain: <10%","Thunder: <10%"
" Saturday - September 6 at  11pm  Temperature: 58 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: NW 3mph Sky Cover (%): 11%","Precipitation Potential (%): 0%","Relative Humidity (%): 60% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  12am  Temperature: 57 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: NW 3mph Sky Cover (%): 7%","Precipitation Potential (%): 0%","Relative Humidity (%): 63% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  1am  Temperature: 55 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: W 2mph Sky Cover (%): 11%","Precipitation Potential (%): 0%","Relative Humidity (%): 67% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  2am  Temperature: 53 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: W 2mph Sky Cover (%): 16%","Precipitation Potential (%): 0%","Relative Humidity (%): 72% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  3am  Temperature: 53 ,deg;F","Dewpoint: 45 ,deg;F","Heat Index: N/A","Surface Wind: W 2mph Sky Cover (%): 18%","Precipitation Potential (%): 0%","Relative Humidity (%): 75% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  4am  Temperature: 52 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: SW 2mph Sky Cover (%): 24%","Precipitation Potential (%): 0%","Relative Humidity (%): 74% Rain: <10%","Thunder: <10%"
