" Saturday - August 30 at  11am  Temperature: 66 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: N/A","Surface Wind: NE 5mph Sky Cover (%): 5%","Precipitation Potential (%): 0%","Relative Humidity (%): 56% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  12pm  Temperature: 69 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 7%","Precipitation Potential (%): 0%","Relative Humidity (%): 51% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  1pm  Temperature: 71 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 8%","Precipitation Potential (%): 0%","Relative Humidity (%): 46% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  2pm  Temperature: 72 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 9%","Precipitation Potential (%): 0%","Relative Humidity (%): 44% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  3pm  Temperature: 73 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 8%","Precipitation Potential (%): 0%","Relative Humidity (%): 43% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  4pm  Temperature: 74 ,deg;F","Dewpoint: 48 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 6%","Precipitation Potential (%): 0%","Relative Humidity (%): 40% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  5pm  Temperature: 74 ,deg;F","Dewpoint: 48 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 6%","Precipitation Potential (%): 0%","Relative Humidity (%): 40% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  6pm  Temperature: 73 ,deg;F","Dewpoint: 48 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 6%","Precipitation Potential (%): 0%","Relative Humidity (%): 41% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  7pm  Temperature: 71 ,deg;F","Dewpoint: 48 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 8%","Precipitation Potential (%): 0%","Relative Humidity (%): 44% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  8pm  Temperature: 68 ,deg;F","Dewpoint: 48 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 10%","Precipitation Potential (%): 0%","Relative Humidity (%): 49% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  9pm  Temperature: 65 ,deg;F","Dewpoint: 48 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 13%","Precipitation Potential (%): 0%","Relative Humidity (%): 54% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  10pm  Temperature: 62 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 15%","Precipitation Potential (%): 0%","Relative Humidity (%): 62% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  11pm  Temperature: 60 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: N/A","Surface Wind: NE 6mph Sky Cover (%): 18%","Precipitation Potential (%): 0%","Relative Humidity (%): 67% Rain: <10%","Thunder: <10%"
