" Friday - August 29 at  9am  Temperature: 59 ,deg;F","Dewpoint: 57 ,deg;F","Heat Index: N/A","Surface Wind: N 3mph Sky Cover (%): 61%","Precipitation Potential (%): 0%","Relative Humidity (%): 93% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  10am  Temperature: 63 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: N/A","Surface Wind: N 5mph Sky Cover (%): 56%","Precipitation Potential (%): 0%","Relative Humidity (%): 84% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  11am  Temperature: 65 ,deg;F","Dewpoint: 57 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 50%","Precipitation Potential (%): 0%","Relative Humidity (%): 75% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  12pm  Temperature: 67 ,deg;F","Dewpoint: 56 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 39%","Precipitation Potential (%): 0%","Relative Humidity (%): 68% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  1pm  Temperature: 70 ,deg;F","Dewpoint: 54 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 43%","Precipitation Potential (%): 0%","Relative Humidity (%): 57% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  2pm  Temperature: 71 ,deg;F","Dewpoint: 53 ,deg;F","Heat Index: N/A","Surface Wind: N 7mph Sky Cover (%): 41%","Precipitation Potential (%): 0%","Relative Humidity (%): 53% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  3pm  Temperature: 72 ,deg;F","Dewpoint: 52 ,deg;F","Heat Index: N/A","Surface Wind: N 7mph Sky Cover (%): 51%","Precipitation Potential (%): 0%","Relative Humidity (%): 49% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  4pm  Temperature: 73 ,deg;F","Dewpoint: 52 ,deg;F","Heat Index: N/A","Surface Wind: N 7mph Sky Cover (%): 44%","Precipitation Potential (%): 0%","Relative Humidity (%): 48% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  5pm  Temperature: 73 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: N 7mph Sky Cover (%): 47%","Precipitation Potential (%): 0%","Relative Humidity (%): 46% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  6pm  Temperature: 71 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: N 7mph Sky Cover (%): 47%","Precipitation Potential (%): 1%","Relative Humidity (%): 49% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  7pm  Temperature: 70 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: N 7mph Sky Cover (%): 49%","Precipitation Potential (%): 0%","Relative Humidity (%): 51% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  8pm  Temperature: 66 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 48%","Precipitation Potential (%): 0%","Relative Humidity (%): 58% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  9pm  Temperature: 64 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 43%","Precipitation Potential (%): 0%","Relative Humidity (%): 60% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  10pm  Temperature: 62 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: N/A","Surface Wind: N 6mph Sky Cover (%): 37%","Precipitation Potential (%): 0%","Relative Humidity (%): 65% Rain: <10%","Thunder: <10%"
" Friday - August 29 at  11pm  Temperature: 59 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: N/A","Surface Wind: NE 5mph Sky Cover (%): 37%","Precipitation Potential (%): 0%","Relative Humidity (%): 72% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  12am  Temperature: 58 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: N/A","Surface Wind: NE 5mph Sky Cover (%): 28%","Precipitation Potential (%): 0%","Relative Humidity (%): 75% Rain: <10%","Thunder: <10%"
" Saturday - August 30 at  1am  Temperature: 56 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: N/A","Surface Wind: NE 3mph Sky Cover (%): 6%","Precipitation Potential (%): 0%","Relative Humidity (%): 77% Rain: <10%","Thunder: <10%"
